pair,acronym,description,frequency
"('ARA-II', 'antagonistas de los receptores de la angiotensina ii')",ARA-II,antagonistas de los receptores de la angiotensina ii,1
"('CPE', 'colangiopancreatografía endoscópica')",CPE,colangiopancreatografía endoscópica,1
"('TRUS', 'transrectal guiada por ultrasonidos')",TRUS,transrectal guiada por ultrasonidos,1
"('OI', 'osteogénesis imperfecta')",OI,osteogénesis imperfecta,1
"('ISPLN', 'instituto de salud pública y laboral de navarra')",ISPLN,instituto de salud pública y laboral de navarra,2
"('NE', 'norte de europa')",NE,norte de europa,1
"('FA', 'fosfatasa alcalina')",FA,fosfatasa alcalina,1
"('AMS', 'arteria mesentérica superior')",AMS,arteria mesentérica superior,2
"('CB', 'cirugía bariátrica')",CB,cirugía bariátrica,1
"('PTH', 'papillas tradicionales hondureñas')",PTH,papillas tradicionales hondureñas,1
"('LIO', 'lente intraocular')",LIO,lente intraocular,1
"('SERUMS', 'servicio rural y urbano-marginal en salud')",SERUMS,servicio rural y urbano-marginal en salud,1
"('HSJO', 'hospital sant jaume de olot')",HSJO,hospital sant jaume de olot,1
"('EEG', 'electroencefalografico')",EEG,electroencefalografico,1
"('SJ', 'squat jump')",SJ,squat jump,1
"('AA', 'acontecimientos adversos')",AA,acontecimientos adversos,1
"('C.R.', 'cirugía radical')",C.R.,cirugía radical,1
"('EPAE', 'escala de percepción de amenaza exogrupal')",EPAE,escala de percepción de amenaza exogrupal,1
"('TMI', 'transmisión materno-infantil')",TMI,transmisión materno-infantil,1
"('UNP', 'unidades de nitrógeno proteico')",UNP,unidades de nitrógeno proteico,1
"('PAE', 'protocolo de evaluación de la adecuación')",PAE,protocolo de evaluación de la adecuación,1
"('BZD', 'benzodiacepinas')",BZD,benzodiacepinas,1
"('ABSST', 'actionable bladder symptoms screening tool')",ABSST,actionable bladder symptoms screening tool,2
"('PC', 'perímetro de cintura')",PC,perímetro de cintura,1
"('VHD', 'virus de la hepatitis delta')",VHD,virus de la hepatitis delta,1
"('RM', 'resonancia magnética')",RM,resonancia magnética,2
"('IAMCEST', 'infarto agudo de miocardio con elevación del segmento st')",IAMCEST,infarto agudo de miocardio con elevación del segmento st,1
"('PET/CT', 'positrones-tomografía computada')",PET/CT,positrones-tomografía computada,1
"('SEFH', 'sociedad espanola de farmacia hospitalaria')",SEFH,sociedad espanola de farmacia hospitalaria,1
"('EAD', 'enfermedad articular degenerativa')",EAD,enfermedad articular degenerativa,1
"('EUBE', 'escala unidimensional de burnout estudiantil')",EUBE,escala unidimensional de burnout estudiantil,2
"('OnabotA', 'onabotulinumtoxina a')",OnabotA,onabotulinumtoxina a,1
"('BRIEF', 'behavior rating inventory of executive function')",BRIEF,behavior rating inventory of executive function,1
"('MAT/SET', 'model andorrà de triatge/sistema español de triage')",MAT/SET,model andorrà de triatge/sistema español de triage,1
"('c-LDL', 'colesterol ldl')",c-LDL,colesterol ldl,1
"('UNCyD-SEyN', 'unidad de nutrición clínica y dietética de la sección de endocrinología y nutrición')",UNCyD-SEyN,unidad de nutrición clínica y dietética de la sección de endocrinología y nutrición,1
"('SiDUP', 'sistema de detección por umbral de prevalencia')",SiDUP,sistema de detección por umbral de prevalencia,1
"('BPM', 'batería psicomotora')",BPM,batería psicomotora,1
"('ICA', 'insuficiencia cardiaca aguda')",ICA,insuficiencia cardiaca aguda,5
"('RP', 'razón de prevalencia')",RP,razón de prevalencia,1
"('FLAP', 'fisura labiopalatina')",FLAP,fisura labiopalatina,1
"('GEMA', 'guía española para el manejo del asma')",GEMA,guía española para el manejo del asma,2
"('ENS', 'encuesta nacional de salud')",ENS,encuesta nacional de salud,1
"('PE', 'preeclampsia')",PE,preeclampsia,1
"('IGVPH', 'infección genital por el virus del papiloma humano')",IGVPH,infección genital por el virus del papiloma humano,1
"('TGR', 'transfusión de glóbulos rojos')",TGR,transfusión de glóbulos rojos,1
"('CAM', 'comunidad autónoma de madrid')",CAM,comunidad autónoma de madrid,1
"('ECLAMC', 'estudio colaborativo latinoamericano de malformaciones congénitas')",ECLAMC,estudio colaborativo latinoamericano de malformaciones congénitas,2
"('mapa', 'monitoreo ambulatorio de presión arterial')",mapa,monitoreo ambulatorio de presión arterial,1
"('RM', 'razón de momios')",RM,razón de momios,12
"('AD', 'anemias dishemopoyéticas')",AD,anemias dishemopoyéticas,1
"('TCMC', 'tc multicorte')",TCMC,tc multicorte,1
"('PFT', 'pruebas de función tiroidea')",PFT,pruebas de función tiroidea,1
"('ESCA', 'encuesta de salud de cataluña')",ESCA,encuesta de salud de cataluña,1
"('EEII', 'extremidades inferiores')",EEII,extremidades inferiores,1
"('CGI', 'complicaciones gastrointestinales')",CGI,complicaciones gastrointestinales,1
"('MAPA', 'monitoreo ambulatorio de presión arterial de 24 horas')",MAPA,monitoreo ambulatorio de presión arterial de 24 horas,1
"('NPI', 'neuropsychiatric inventory')",NPI,neuropsychiatric inventory,1
"('EB', 'exceso de base')",EB,exceso de base,1
"('WOK', 'web of knowledge')",WOK,web of knowledge,1
"('GFA', 'glotograma de flujo aéreo')",GFA,glotograma de flujo aéreo,1
"('ENSM', 'encuesta nacional de salud mental')",ENSM,encuesta nacional de salud mental,1
"('CD', 'cierre diferido')",CD,cierre diferido,1
"('UASLP', 'universidad autónoma de san luís potosí')",UASLP,universidad autónoma de san luís potosí,1
"('IV', 'investigación en cardiología clínica')",IV,investigación en cardiología clínica,1
"('AST-M', 'area de seccion transversal del nervio mediano en la muñeca')",AST-M,area de seccion transversal del nervio mediano en la muñeca,2
"('PAIME', 'programa de atención integral al médico enfermo')",PAIME,programa de atención integral al médico enfermo,1
"('ICSI', 'intracitoplasmática de espermatozoides')",ICSI,intracitoplasmática de espermatozoides,1
"('Alb', 'albúmina plasmática')",Alb,albúmina plasmática,2
"('ADC', 'asociación para el desarrollo comunitario')",ADC,asociación para el desarrollo comunitario,1
"('CFCGA', 'cuestionario de frecuencia de consumo de grupos de alimentos')",CFCGA,cuestionario de frecuencia de consumo de grupos de alimentos,1
"('HUVN', 'hospital universitario virgen de las nieves')",HUVN,hospital universitario virgen de las nieves,1
"('SECAC', 'sociedad española de cronobiología aplicada, cronoterapia y riesgo vascular')",SECAC,"sociedad española de cronobiología aplicada, cronoterapia y riesgo vascular",1
"('DAS28a', 'das28 al inicio')",DAS28a,das28 al inicio,1
"('ACH', 'anticonceptivos hormonales')",ACH,anticonceptivos hormonales,1
"('ICSH', 'internacional de estandarización en hematología')",ICSH,internacional de estandarización en hematología,2
"('tipo II', 'tratamiento de pacientes diabéticos no dependientes de la insulina')",tipo II,tratamiento de pacientes diabéticos no dependientes de la insulina,1
"('VFP', 'vacaciones de fiestas patrias')",VFP,vacaciones de fiestas patrias,2
"('SASM', 'staphylococcus aureus sensible a meticilina')",SASM,staphylococcus aureus sensible a meticilina,1
"('NADYA', 'nutrición artificial domiciliaria y ambulatoria')",NADYA,nutrición artificial domiciliaria y ambulatoria,1
"('SNPs', 'sugieren que los polimorfismos de nucleótido único')",SNPs,sugieren que los polimorfismos de nucleótido único,1
"('DUL', 'duloxetina')",DUL,duloxetina,1
"('SAOS', 'síndrome de apnea obstructiva del sueño')",SAOS,síndrome de apnea obstructiva del sueño,3
"('CCi', 'circunferencia de cintura')",CCi,circunferencia de cintura,1
"('PTI', 'púrpura trombocitopénico idiopático')",PTI,púrpura trombocitopénico idiopático,1
"('VIP', 'vattikuti institute prostatectomy')",VIP,vattikuti institute prostatectomy,1
"('CORA', 'centro de rotación de la deformidad')",CORA,centro de rotación de la deformidad,1
"('CQC', 'comunidades que se cuidan')",CQC,comunidades que se cuidan,1
"('DERA', 'desajuste emocional y recursos adaptativos en infertilidad')",DERA,desajuste emocional y recursos adaptativos en infertilidad,1
"('CIE-10', 'clasificacion internacional de enfermedades, 10.ª revision')",CIE-10,"clasificacion internacional de enfermedades, 10.ª revision",1
"('EAA', 'esteroides anabolizantes androgénicos')",EAA,esteroides anabolizantes androgénicos,1
"('CV', 'calidad de vida')",CV,calidad de vida,3
"('CPQ-A', 'cannabis problems questionnaire')",CPQ-A,cannabis problems questionnaire,1
"('GEMI', 'grupo de estudios multicéntrico de infarto')",GEMI,grupo de estudios multicéntrico de infarto,1
"('PVIH/sida', 'personas con vih/sida')",PVIH/sida,personas con vih/sida,1
"('FAP', 'fibrilacion auricular paroxistica')",FAP,fibrilacion auricular paroxistica,1
"('CIE', 'classificación internacional de enfermedades')",CIE,classificación internacional de enfermedades,1
"('SWB', 'síndrome williams-beuren')",SWB,síndrome williams-beuren,2
"('UNO', 'unidad de neurooftalmologia')",UNO,unidad de neurooftalmologia,1
"('GPSIDA', 'grupos de prevención del sida')",GPSIDA,grupos de prevención del sida,2
"('E.T.S.', 'enfermedades de transmisión sexual')",E.T.S.,enfermedades de transmisión sexual,1
"('CSP', 'cultura de seguridad del paciente')",CSP,cultura de seguridad del paciente,1
"('TC6M', 'test de caminata de 6 minutos')",TC6M,test de caminata de 6 minutos,2
"('GEMPPZ, AP', 'grupo de estudio de la morbilidad psíquica y psicosomática de zaragoza, sección de atención primaria')","GEMPPZ, AP","grupo de estudio de la morbilidad psíquica y psicosomática de zaragoza, sección de atención primaria",1
"('EEP', 'escala de estrés percibido')",EEP,escala de estrés percibido,1
"('pH1N1', 'por virus influenza a h1n1')",pH1N1,por virus influenza a h1n1,1
"('Spain-RDR', 'se consolidó la red española de registros de enfermedades raras para la investigación')",Spain-RDR,se consolidó la red española de registros de enfermedades raras para la investigación,1
"('UCI', 'unidades de cuidados intensivos')",UCI,unidades de cuidados intensivos,3
"('BT', 'bilirrubina total')",BT,bilirrubina total,1
"('LLA', 'linfoblástica aguda')",LLA,linfoblástica aguda,3
"('y II', 'y aurotiomalato sódico: una revisión comparada')",y II,y aurotiomalato sódico: una revisión comparada,1
"('RCIU', 'restricción del crecimiento intrauterino')",RCIU,restricción del crecimiento intrauterino,1
"('ET', 'esclerosis tuberosa')",ET,esclerosis tuberosa,1
"('SM', 'salud mental')",SM,salud mental,1
"('SNSAF', 'spain: nutrition survey of the armed forces')",SNSAF,spain: nutrition survey of the armed forces,1
"('CPV_2011', 'censo de población y viviendas de 2011')",CPV_2011,censo de población y viviendas de 2011,1
"('AVK', 'antivitamina k')",AVK,antivitamina k,1
"('GESITRA', 'grupo de estudio de la infección en el trasplante')",GESITRA,grupo de estudio de la infección en el trasplante,1
"('SGB', 'síndrome de guillain-barré')",SGB,síndrome de guillain-barré,2
"('OR', 'odds ratio')",OR,odds ratio,14
"('PANDA', 'programa nacional de drogas antineoplásicas')",PANDA,programa nacional de drogas antineoplásicas,1
"('ADVP', 'a drogas por vía parenteral')",ADVP,a drogas por vía parenteral,1
"('iPCSK9', 'inhibidores de la proprotein convertase subtilisin/kexin-9')",iPCSK9,inhibidores de la proprotein convertase subtilisin/kexin-9,1
"('E. coli', 'escherichia coli')",E. coli,escherichia coli,1
"('EDO', 'enfermedades de declaración obligatoria')",EDO,enfermedades de declaración obligatoria,4
"('DEH', 'de estancia hospitalaria')",DEH,de estancia hospitalaria,1
"('MPMN', 'modelo de predicción de mortalidad de navarra')",MPMN,modelo de predicción de mortalidad de navarra,1
"('RAQoL', 'rheumatoid arthritis quality of life scale')",RAQoL,rheumatoid arthritis quality of life scale,1
"('VPM', 'volumen plaquetario medio')",VPM,volumen plaquetario medio,2
"('ECCA', 'ensayos clínicos controlados aleatorizados')",ECCA,ensayos clínicos controlados aleatorizados,1
"('PgE2', 'prostaglandina e2')",PgE2,prostaglandina e2,1
"('EHGNA', 'enfermedad de higado graso no alcohólico')",EHGNA,enfermedad de higado graso no alcohólico,1
"('CDT', 'carbohidratos')",CDT,carbohidratos,1
"('SF-LDQOL', 'short form-liver disease quality of life')",SF-LDQOL,short form-liver disease quality of life,1
"('MMSE', 'mini-mental state examination')",MMSE,mini-mental state examination,1
"('LCAT', 'lecitina:colesterol aciltransferasa')",LCAT,lecitina:colesterol aciltransferasa,1
"('EPA', 'eicosapentaenoico')",EPA,eicosapentaenoico,1
"('ENSA', 'encuesta nacional de salud')",ENSA,encuesta nacional de salud,3
"('RVU', 'reflujo vesicoureteral')",RVU,reflujo vesicoureteral,4
"('FMMR', 'fiebre manchada de las montañas rocosas')",FMMR,fiebre manchada de las montañas rocosas,1
"('TURis', 'transuretral de la próstata en solución salina')",TURis,transuretral de la próstata en solución salina,1
"('RG', 'recesión gingival')",RG,recesión gingival,1
"('CABA', 'ciudad autónoma de buenos aires')",CABA,ciudad autónoma de buenos aires,2
"('LNH', 'linfomas no hodgkinianos')",LNH,linfomas no hodgkinianos,1
"('SNE', 'soporte nutricional especializado')",SNE,soporte nutricional especializado,2
"('EPIC', 'europeo sobre dieta y cáncer')",EPIC,europeo sobre dieta y cáncer,1
"('PR', 'prueba rápida')",PR,prueba rápida,2
"('EDAH', 'evaluación del trastorno por déficit de atención/hiperactividad')",EDAH,evaluación del trastorno por déficit de atención/hiperactividad,1
"('SGB', 'sindrome de guillain-barre')",SGB,sindrome de guillain-barre,1
"('BMNB', 'bocio multinodular beningo')",BMNB,bocio multinodular beningo,1
"('UCE', 'unidades de corta estancia')",UCE,unidades de corta estancia,1
"('LDX', 'lisdexanfetamina dimesilato')",LDX,lisdexanfetamina dimesilato,1
"('SN', 'síndrome nefrótico')",SN,síndrome nefrótico,1
"('TC', 'tomografia computarizada')",TC,tomografia computarizada,1
"('MALT', 'münchner alkoholismus test')",MALT,münchner alkoholismus test,1
"('SS', 'síndrome de sjögren')",SS,síndrome de sjögren,1
"('NAS', 'nursing activity score')",NAS,nursing activity score,1
"('TQ', 'tiempo quirúrgico')",TQ,tiempo quirúrgico,1
"('GCNE', 'grupo control no equivalente')",GCNE,grupo control no equivalente,1
"('EU', 'estudiantes universitarios')",EU,estudiantes universitarios,1
"('Ensanut MC', 'encuesta nacional de salud y nutrición medio camino')",Ensanut MC,encuesta nacional de salud y nutrición medio camino,1
"('BAC', 'bacteriemia asociada al catéter')",BAC,bacteriemia asociada al catéter,1
"('DEA', 'desfibrilador externo automatizado')",DEA,desfibrilador externo automatizado,1
"('FSM', 'función sexual de la mujer')",FSM,función sexual de la mujer,1
"('AMPA', 'automedida de la presión arterial')",AMPA,automedida de la presión arterial,2
"('TaDiCS ®', 'tablero dinamico de cubos y signos')",TaDiCS ®,tablero dinamico de cubos y signos,1
"('GVL', 'gastrectomía vertical laparoscópica')",GVL,gastrectomía vertical laparoscópica,1
"('EA', 'en adolescentes')",EA,en adolescentes,1
"('CELADE', 'centro latinoamericano de demografia')",CELADE,centro latinoamericano de demografia,1
"('CES-D', 'centro de estudios epidemiologicos')",CES-D,centro de estudios epidemiologicos,1
"('ESCID', 'escala de conductas indicadoras de dolor')",ESCID,escala de conductas indicadoras de dolor,2
"('IMCr', 'imc real')",IMCr,imc real,1
"('IRB-RAT', 'institutional review board researcher assessment tool')",IRB-RAT,institutional review board researcher assessment tool,1
"('FP-CIT', 'fluoropropil-2ßcarbometoxi-3ß-(4-iodofenil) nortropano')",FP-CIT,fluoropropil-2ßcarbometoxi-3ß-(4-iodofenil) nortropano,1
"('VACTE', 'valoración de cargas de trabajo y tiempos de enfermería')",VACTE,valoración de cargas de trabajo y tiempos de enfermería,1
"('CT', 'computarizada')",CT,computarizada,1
"('TC', 'tomografía computada')",TC,tomografía computada,3
"('UCMA-CE', 'unidad de cirugía mayor ambulatoria y de corta estancia')",UCMA-CE,unidad de cirugía mayor ambulatoria y de corta estancia,1
"('HM', 'higiene de manos')",HM,higiene de manos,1
"('BSFI', 'brief sexual function inventory')",BSFI,brief sexual function inventory,1
"('FRC', 'factores de riesgo coronario')",FRC,factores de riesgo coronario,1
"('SDR', 'síndrome de distrés respiratorio')",SDR,síndrome de distrés respiratorio,1
"('HCF', 'historia clínica familiar')",HCF,historia clínica familiar,1
"('MTHFR', 'metilentetrahidrofolato reductasa')",MTHFR,metilentetrahidrofolato reductasa,3
"('TH', 'traumatismos hepáticos')",TH,traumatismos hepáticos,1
"('ASI-6', 'addiction severity index-6')",ASI-6,addiction severity index-6,1
"('PCT', 'parada cardiaca traumática')",PCT,parada cardiaca traumática,1
"('CS', 'caseínas')",CS,caseínas,1
